#x y
12 2
11.8992 1.9832
11.7984 1.9664
11.6976 1.9496
11.5968 1.9328
11.496 1.916
11.3952 1.8992
11.2944 1.8824
11.1936 1.8656
11.0928 1.8488
10.992 1.832
10.8912 1.8152
10.7904 1.7984
10.6896 1.7816
10.5888 1.7648
10.488 1.748
10.3872 1.7312
10.2864 1.7144
10.1856 1.6976
10.0848 1.6808
9.984 1.664
9.8832 1.6472
9.7824 1.6304
9.6816 1.6136
9.5808 1.5968
9.48 1.58
9.3792 1.5632
9.2784 1.5464
9.1776 1.5296
9.0768 1.5128
8.976 1.496
8.8752 1.4792
8.7744 1.4624
8.6736 1.4456
8.5728 1.4288
8.472 1.412
8.3712 1.3952
8.2704 1.3784
8.1696 1.3616
8.0688 1.3448
7.968 1.328
7.8672 1.3112
7.7664 1.2944
7.6656 1.2776
7.5648 1.2608
7.464 1.244
7.3632 1.2272
7.2624 1.2104
7.1616 1.1936
7.0608 1.1768
6.96 1.16
6.8592 1.1432
6.7584 1.1264
6.6576 1.1096
6.5568 1.0928
6.456 1.076
6.3552 1.0592
6.2544 1.0424
6.1536 1.0256
6.0528 1.0088
5.952 0.992
5.8512 0.9752
5.7504 0.9584
5.6496 0.9416
5.5488 0.9248
5.448 0.908
5.3472 0.8912
5.2464 0.8744
5.1456 0.8576
5.0448 0.8408
4.944 0.824
4.8432 0.8072
4.7424 0.7904
4.6416 0.7736
4.5408 0.7568
4.44 0.74
4.3392 0.7232
4.2384 0.7064
4.1376 0.6896
4.0368 0.6728
3.936 0.656
3.8352 0.6392
3.7344 0.6224
3.6336 0.6056
3.5328 0.5888
3.432 0.572
3.3312 0.5552
3.2304 0.5384
3.1296 0.5216
3.0288 0.5048
2.928 0.488
2.8272 0.4712
2.7264 0.4544
2.6256 0.4376
2.5248 0.4208
2.424 0.404
2.3232 0.3872
2.2224 0.3704
2.1216 0.3536
2.0208 0.3368
