#x y
12 2
11.8997 1.9826
11.7995 1.96519
11.6992 1.94779
11.5989 1.93039
11.4986 1.91299
11.3984 1.89558
11.2981 1.87818
11.1978 1.86078
11.0976 1.84338
10.9973 1.82597
10.897 1.80857
10.7968 1.79117
10.6965 1.77377
10.5962 1.75636
10.4959 1.73896
10.3957 1.72156
10.2954 1.70416
10.1951 1.68675
10.0949 1.66935
9.9946 1.65195
9.89432 1.63455
9.79405 1.61714
9.69378 1.59974
9.59351 1.58234
9.49324 1.56494
9.39297 1.54753
9.2927 1.53013
9.19243 1.51273
9.09216 1.49533
8.99189 1.47792
8.89162 1.46052
8.79135 1.44312
8.69108 1.42572
8.59081 1.40831
8.49054 1.39091
8.39027 1.37351
8.29 1.35611
8.18973 1.3387
8.08946 1.3213
7.98919 1.3039
7.88892 1.2865
7.78865 1.26909
7.68838 1.25169
7.58811 1.23429
7.48784 1.21689
7.38757 1.19948
7.2873 1.18208
7.18703 1.16468
7.08676 1.14728
6.98649 1.12987
6.88622 1.11247
6.78595 1.09507
6.68568 1.07767
6.58541 1.06026
6.48514 1.04286
6.38487 1.02546
6.2846 1.00806
6.18433 0.990653
6.08406 0.973251
5.98379 0.955848
5.88351 0.938446
5.78324 0.921043
5.68297 0.903641
5.5827 0.886238
5.48243 0.868836
5.38216 0.851433
5.28189 0.834031
5.18162 0.816628
5.08135 0.799226
4.98108 0.781823
4.88081 0.76442
4.78054 0.747018
4.68027 0.729615
4.58 0.712213
4.47973 0.69481
4.37946 0.677408
4.27919 0.660005
4.17892 0.642603
4.07865 0.6252
3.97838 0.607798
3.87811 0.590395
3.77784 0.572993
3.67757 0.55559
3.5773 0.538188
3.47703 0.520785
3.37676 0.503383
3.27649 0.48598
3.17622 0.468577
3.07595 0.451175
2.97568 0.433772
2.87541 0.41637
2.77514 0.398967
2.67487 0.381565
2.5746 0.364162
2.47433 0.34676
2.37406 0.329357
2.27379 0.311955
2.17352 0.294552
2.07325 0.27715
1.97298 0.259747
1.95176 0.38823
1.92219 0.51505
1.88439 0.639665
1.83852 0.76154
1.78478 0.880154
1.72339 0.995
1.65462 1.10558
1.57877 1.21144
1.49616 1.3121
1.40714 1.40714
1.3121 1.49616
1.21144 1.57877
1.10558 1.65462
0.995 1.72339
0.880154 1.78478
0.76154 1.83852
0.639665 1.88439
0.51505 1.92219
0.38823 1.95176
0.259747 1.97298
0.130152 1.98574
-2.11773e-13 1.99
-0.130152 1.98574
-0.259747 1.97298
-0.38823 1.95176
