#x y
0.991445 0.83147
0.989758 0.843121
0.988071 0.854773
0.986385 0.866425
0.984698 0.878077
0.983011 0.889729
0.981324 0.90138
0.979638 0.913032
0.977951 0.924684
0.976264 0.936336
0.974577 0.947988
0.972891 0.959639
0.971204 0.971291
0.969517 0.982943
0.96783 0.994595
0.966144 1.00625
0.964457 1.0179
0.96277 1.02955
0.961083 1.0412
0.959397 1.05285
0.95771 1.06451
0.956023 1.07616
0.954336 1.08781
0.95265 1.09946
0.950963 1.11111
0.949276 1.12276
0.947589 1.13442
0.945902 1.14607
0.944216 1.15772
0.942529 1.16937
0.940842 1.18102
0.939155 1.19268
0.937469 1.20433
0.935782 1.21598
0.934095 1.22763
0.932408 1.23928
0.930722 1.25093
0.929035 1.26259
0.927348 1.27424
0.925661 1.28589
0.923975 1.29754
0.922288 1.30919
0.920601 1.32085
0.918914 1.3325
0.917228 1.34415
0.915541 1.3558
0.913854 1.36745
0.912167 1.3791
0.910481 1.39076
0.908794 1.40241
0.907107 1.41406
0.90542 1.42571
0.903734 1.43736
0.902047 1.44902
0.90036 1.46067
0.898673 1.47232
0.896987 1.48397
0.8953 1.49562
0.893613 1.50727
0.891926 1.51893
0.89024 1.53058
0.888553 1.54223
0.886866 1.55388
0.885179 1.56553
0.883493 1.57719
0.881806 1.58884
0.880119 1.60049
0.878432 1.61214
0.876746 1.62379
0.875059 1.63544
0.873372 1.6471
0.871685 1.65875
0.869999 1.6704
0.868312 1.68205
0.866625 1.6937
0.864938 1.70536
0.863251 1.71701
0.861565 1.72866
0.859878 1.74031
0.858191 1.75196
0.856504 1.76361
0.854818 1.77527
0.853131 1.78692
0.851444 1.79857
0.849757 1.81022
0.848071 1.82187
0.846384 1.83352
0.844697 1.84518
0.84301 1.85683
0.841324 1.86848
0.839637 1.88013
0.83795 1.89178
0.836263 1.90344
0.834577 1.91509
0.83289 1.92674
0.831203 1.93839
0.829516 1.95004
0.82783 1.96169
0.826143 1.97335
0.824456 1.985
